id,pipeline_id,user_id,Status,Value,Currency,Total_activities
1569,29,nlOu78vH4eXtXC/20kcZwLoGAnfgOxVsP5EAPrsCSvU=,won,4200.0,SEK,7
1620,19,EH4HB7XjDKO9cw//BXJWOJdLvwuzSqk1lAvcd73fzj0=,open,5100.0,SEK,9
1734,26,jSRTEbbnK4pAeb6bqz+XPU+6O6JiqqWrnw7pKc3pZqw=,won,6250.0,NOK,0
1802,34,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,162.0,EUR,5
1835,32,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,1008.0,PLN,5
1855,49,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,125700.0,CLP,0
1919,29,SekZ8Krqxz4J6E/+HbLG2zsm27sdRfXzJTrAPR2SgXE=,won,2850.0,SEK,5
1932,26,jSRTEbbnK4pAeb6bqz+XPU+6O6JiqqWrnw7pKc3pZqw=,won,6250.0,NOK,0
1960,57,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,2850.0,SEK,3
2055,51,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,150.0,EUR,0
2089,53,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,525.0,EUR,0
2143,57,EH4HB7XjDKO9cw//BXJWOJdLvwuzSqk1lAvcd73fzj0=,open,3325.0,SEK,6
2399,35,wYa9atGpeCbXJjc9kTOIn79PqYNQ6JwfA9lmOv8wUG0=,lost,150.0,EUR,1
2442,66,5ws7dNbcfdCZbaaL3OT+R4bUDvFa9Als/7ez7/eswI4=,open,2850.0,SEK,0
2453,53,e8DFZkX2wNY4SthUN/1EnBNb1hR8tEkUR/b14kqAsqE=,open,330.0,EUR,8
2520,49,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,125700.0,CLP,5
2540,69,5L9hFFMl0lXGdvLaI7Yq1W1my1wcL/uWx2ZeRAvoYOs=,open,312.0,AUD,10
2712,48,TJmFuPO6p/WJq6G0Cn7aaGTixYbl6ZU+WbtolxBGqcQ=,won,312.5,AUD,15
2780,62,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,1120.0,PLN,5
2830,31,LA8xc4hPPOD8S6GjjDKgQ7t8kv/9vEowsQa8lbmd4VE=,open,237.5,EUR,1
2858,28,u+7CHSxcu+xF8eLmLDPYLXjdtOK6QmDBrkFUng1YwAg=,won,3437.5,DKK,8
2920,31,yiR9Qdd929h3KBeIXj5HDfzd38LDd3AzAbSiv4Wbp4k=,won,95.0,EUR,8
2948,68,iRM3+SPy0txl10y7Ig2boJyEubA/4K5k0vM54LPA4ak=,open,300.0,EUR,4
3008,28,5L9hFFMl0lXGdvLaI7Yq1W1my1wcL/uWx2ZeRAvoYOs=,won,2000.0,DKK,6
3146,32,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,1120.0,PLN,0
3147,29,5ws7dNbcfdCZbaaL3OT+R4bUDvFa9Als/7ez7/eswI4=,won,2850.0,SEK,1
3175,29,5ws7dNbcfdCZbaaL3OT+R4bUDvFa9Als/7ez7/eswI4=,won,5100.0,SEK,6
3280,33,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,162.0,EUR,0
3321,26,HBiOphMW6jnNyJPyZoR74FpR/7yYcM+96TZ5NGNH7EM=,won,3925.0,NOK,7
3483,32,5YzaGZme7lhmhBA1f+xiP39a9MVsYRsIn0hRSxH9aYs=,open,680.0,PLN,12
3484,35,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,220.0,EUR,0
3494,31,yiR9Qdd929h3KBeIXj5HDfzd38LDd3AzAbSiv4Wbp4k=,open,237.5,EUR,9
3520,34,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,162.0,EUR,5
3640,26,HBiOphMW6jnNyJPyZoR74FpR/7yYcM+96TZ5NGNH7EM=,won,2600.0,NOK,5
3664,32,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,840.0,PLN,0
3670,28,DX8RH50BMNSrzVC9v1QXcpN3ZjRorC1FA6xAa+svI8M=,won,3437.5,DKK,0
3744,15,e8DFZkX2wNY4SthUN/1EnBNb1hR8tEkUR/b14kqAsqE=,lost,360.0,EUR,2
3748,49,zOLuALwn9G0sAfpBDCbXKehTBFUXDgNE+4JOhznaHmM=,open,125700.0,CLP,0
3770,32,5YzaGZme7lhmhBA1f+xiP39a9MVsYRsIn0hRSxH9aYs=,lost,680.0,PLN,10
3780,32,5YzaGZme7lhmhBA1f+xiP39a9MVsYRsIn0hRSxH9aYs=,open,680.0,PLN,7
3791,29,5Y6Xi1DHdxA6ymrCffP0dYqcmE5wHZ5t424iln15ehU=,won,3690.0,SEK,4
3859,15,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,250.0,EUR,0
3904,15,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,lost,190.0,EUR,3
3953,28,u+7CHSxcu+xF8eLmLDPYLXjdtOK6QmDBrkFUng1YwAg=,won,1250.0,DKK,2
4049,29,5ws7dNbcfdCZbaaL3OT+R4bUDvFa9Als/7ez7/eswI4=,won,3325.0,SEK,5
4088,31,LA8xc4hPPOD8S6GjjDKgQ7t8kv/9vEowsQa8lbmd4VE=,won,237.5,EUR,6
4119,26,njhogyvcL7UJN5/g7+mMT9WyUYwNIrFM1mGs3qi/KEc=,lost,3080.0,NOK,9
4303,53,zOLuALwn9G0sAfpBDCbXKehTBFUXDgNE+4JOhznaHmM=,lost,300.0,EUR,0
4341,29,d9Rhf2pUR14q6zNjQdR+wdqeAqwnFFZtqDkk/Yqr2S0=,won,2850.0,SEK,1
4363,26,HBiOphMW6jnNyJPyZoR74FpR/7yYcM+96TZ5NGNH7EM=,won,3850.0,NOK,8
4407,28,u+7CHSxcu+xF8eLmLDPYLXjdtOK6QmDBrkFUng1YwAg=,lost,6875.0,DKK,2
4456,31,+0T3yj3HdZ+E+nMprgVEdfRKxyO9aovAQI8rJUUyKzw=,open,237.5,EUR,8
4465,29,nlOu78vH4eXtXC/20kcZwLoGAnfgOxVsP5EAPrsCSvU=,won,2850.0,SEK,4
4474,31,+0T3yj3HdZ+E+nMprgVEdfRKxyO9aovAQI8rJUUyKzw=,won,240.0,EUR,3
4515,53,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,lost,450.0,EUR,0
4517,19,EH4HB7XjDKO9cw//BXJWOJdLvwuzSqk1lAvcd73fzj0=,open,5100.0,SEK,7
4654,28,7hkKUXLdkcCFZWr7FWrbIj11gQdLcsNBvqYSat5IC4Q=,won,3437.5,DKK,4
4662,12,n5/q3nYdIvNApN6cWG8iKqdGWDUfqtyDZTNbw8VIunE=,open,3750.0,DKK,7
4738,53,HBiOphMW6jnNyJPyZoR74FpR/7yYcM+96TZ5NGNH7EM=,open,330.0,EUR,4
4820,29,5ws7dNbcfdCZbaaL3OT+R4bUDvFa9Als/7ez7/eswI4=,won,950.0,SEK,4
4926,55,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,5850.0,CZK,0
4944,28,DX8RH50BMNSrzVC9v1QXcpN3ZjRorC1FA6xAa+svI8M=,won,937.5,DKK,2
67,49,zOLuALwn9G0sAfpBDCbXKehTBFUXDgNE+4JOhznaHmM=,lost,125700.0,CLP,0
100,33,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,162.5,EUR,0
157,32,5YzaGZme7lhmhBA1f+xiP39a9MVsYRsIn0hRSxH9aYs=,won,680.0,PLN,4
170,48,e8DFZkX2wNY4SthUN/1EnBNb1hR8tEkUR/b14kqAsqE=,won,312.5,AUD,6
204,29,5Y6Xi1DHdxA6ymrCffP0dYqcmE5wHZ5t424iln15ehU=,lost,950.0,SEK,3
223,28,YiULbch7rcabR8egY4NfFmhWbrln2sKlg9mROIm8ExA=,won,3750.0,DKK,5
323,35,wYa9atGpeCbXJjc9kTOIn79PqYNQ6JwfA9lmOv8wUG0=,won,75.0,EUR,2
347,29,aOg4xTHw7A33QHv5wr3tnIkw6oI8iZyxbkPkjRn7SEQ=,won,2850.0,SEK,1
357,29,d9Rhf2pUR14q6zNjQdR+wdqeAqwnFFZtqDkk/Yqr2S0=,won,1100.0,SEK,0
372,9,kuB7U5uA2Bi/VE5zR2DMEorLfbf3ZFZkJaeBRBN1prM=,open,450.0,GBP,9
395,19,n5/q3nYdIvNApN6cWG8iKqdGWDUfqtyDZTNbw8VIunE=,open,2850.0,SEK,7
642,56,e8DFZkX2wNY4SthUN/1EnBNb1hR8tEkUR/b14kqAsqE=,open,300.0,CHF,1
695,29,d9Rhf2pUR14q6zNjQdR+wdqeAqwnFFZtqDkk/Yqr2S0=,lost,5100.0,SEK,6
749,26,HBiOphMW6jnNyJPyZoR74FpR/7yYcM+96TZ5NGNH7EM=,won,7500.0,NOK,11
761,28,YiULbch7rcabR8egY4NfFmhWbrln2sKlg9mROIm8ExA=,lost,1890.0,DKK,4
765,29,5Y6Xi1DHdxA6ymrCffP0dYqcmE5wHZ5t424iln15ehU=,won,2850.0,SEK,2
781,26,1DjFE5pdcDb5SRQfXWnyEAUy5SKSFH3GpSR84yb/w80=,won,7800.0,NOK,12
909,32,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,680.0,PLN,0
925,29,nlOu78vH4eXtXC/20kcZwLoGAnfgOxVsP5EAPrsCSvU=,lost,2610.0,SEK,8
972,23,I5JVUgOSnIGmgsCcU77I8AFmWVzeA9CHr8rnbN7pEAk=,open,7800.0,NOK,8
999,48,TJmFuPO6p/WJq6G0Cn7aaGTixYbl6ZU+WbtolxBGqcQ=,won,312.0,AUD,10
1011,26,jSRTEbbnK4pAeb6bqz+XPU+6O6JiqqWrnw7pKc3pZqw=,won,154.0,NOK,0
1038,48,TJmFuPO6p/WJq6G0Cn7aaGTixYbl6ZU+WbtolxBGqcQ=,won,292.5,AUD,5
1140,26,1DjFE5pdcDb5SRQfXWnyEAUy5SKSFH3GpSR84yb/w80=,won,3850.0,NOK,4
1273,53,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,330.0,EUR,4
1446,25,nHvLR8xnjTA9fGLY2GBnb742vSQtGJs2O+2oxdwGrkQ=,open,3125.0,DKK,0
1457,57,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,7260.0,DKK,6
1634,29,aOg4xTHw7A33QHv5wr3tnIkw6oI8iZyxbkPkjRn7SEQ=,lost,2850.0,SEK,1
1636,32,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,680.0,PLN,0
1765,32,5YzaGZme7lhmhBA1f+xiP39a9MVsYRsIn0hRSxH9aYs=,open,1008.0,PLN,4
1771,33,RcgYeo5omgH6JIc9/iOmEXXLKr4XrFPI+8a/iGwN8/I=,won,275.0,EUR,9
1779,28,5L9hFFMl0lXGdvLaI7Yq1W1my1wcL/uWx2ZeRAvoYOs=,won,9600.0,DKK,5
1815,28,nHvLR8xnjTA9fGLY2GBnb742vSQtGJs2O+2oxdwGrkQ=,won,1562.5,DKK,6
1825,32,5YzaGZme7lhmhBA1f+xiP39a9MVsYRsIn0hRSxH9aYs=,open,680.0,PLN,5
1828,26,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,3850.0,NOK,0
1830,26,mcdG2shCJrcgA1JFg5zHMwVVt+HWyPlXIMY3Rf+Humo=,lost,3600.0,NOK,0
1854,62,gnfs5ClpI8SC6e4W37VopR+4aJGrFC9LDgyKUrm+Cl8=,open,350.0,AUD,6
1874,19,EH4HB7XjDKO9cw//BXJWOJdLvwuzSqk1lAvcd73fzj0=,lost,3325.0,SEK,4
1911,26,s36JaW8hoXeOdtfokkqDez4+eZC3G55hjaWNuyOXXjo=,won,1490.0,NOK,1
1967,28,u+7CHSxcu+xF8eLmLDPYLXjdtOK6QmDBrkFUng1YwAg=,won,3437.5,DKK,7
1999,9,5YzaGZme7lhmhBA1f+xiP39a9MVsYRsIn0hRSxH9aYs=,lost,350.0,GBP,2
2051,15,FZNeqAvobiUhBy8PbFV6QjB9eU0CfKcRTRqqfz2RJjQ=,lost,704.0,EUR,3
2106,32,5YzaGZme7lhmhBA1f+xiP39a9MVsYRsIn0hRSxH9aYs=,open,680.0,PLN,10
2107,28,ePBxMiauWQjfrSkb3hyEDbzKWQ3vV/IYn1GhpCv/8gI=,lost,3437.5,DKK,0
2124,29,ocgPNJN2mOUZv0wDaxl/9OqJixrKgxZ0of8z//3f2/s=,won,2700.0,SEK,0
2152,28,ePBxMiauWQjfrSkb3hyEDbzKWQ3vV/IYn1GhpCv/8gI=,won,6050.0,DKK,3
2156,32,5YzaGZme7lhmhBA1f+xiP39a9MVsYRsIn0hRSxH9aYs=,open,1100.0,PLN,11
2183,29,5ws7dNbcfdCZbaaL3OT+R4bUDvFa9Als/7ez7/eswI4=,won,950.0,SEK,3
2184,53,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,300.0,EUR,0
2238,48,5L9hFFMl0lXGdvLaI7Yq1W1my1wcL/uWx2ZeRAvoYOs=,lost,337.5,AUD,4
2255,23,I5JVUgOSnIGmgsCcU77I8AFmWVzeA9CHr8rnbN7pEAk=,open,3725.0,NOK,3
2424,55,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,6450.0,CZK,0
2452,12,n5/q3nYdIvNApN6cWG8iKqdGWDUfqtyDZTNbw8VIunE=,open,2500.0,DKK,8
2458,28,u+7CHSxcu+xF8eLmLDPYLXjdtOK6QmDBrkFUng1YwAg=,lost,3437.5,DKK,2
2459,55,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,6450.0,CZK,4
2500,49,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,125700.0,CLP,0
2516,32,5YzaGZme7lhmhBA1f+xiP39a9MVsYRsIn0hRSxH9aYs=,open,680.0,PLN,0
2557,9,HXVTIpD+v2wWgPPTGoHh7nUNRhi8tdst+Sn6ynrKyiA=,lost,300.0,GBP,1
2590,29,nlOu78vH4eXtXC/20kcZwLoGAnfgOxVsP5EAPrsCSvU=,won,2850.0,SEK,4
2601,29,d9Rhf2pUR14q6zNjQdR+wdqeAqwnFFZtqDkk/Yqr2S0=,won,2850.0,SEK,8
2606,29,5ws7dNbcfdCZbaaL3OT+R4bUDvFa9Als/7ez7/eswI4=,won,2850.0,SEK,7
2630,15,FZNeqAvobiUhBy8PbFV6QjB9eU0CfKcRTRqqfz2RJjQ=,lost,360.0,EUR,2
2695,28,ePBxMiauWQjfrSkb3hyEDbzKWQ3vV/IYn1GhpCv/8gI=,won,6050.0,DKK,0
2985,12,n5/q3nYdIvNApN6cWG8iKqdGWDUfqtyDZTNbw8VIunE=,won,6000.0,DKK,10
3040,35,9zDoz2RPM5udqMssnmjYddNXz0FLHFSmaUL8EUmqqp8=,open,150.0,EUR,5
3051,29,d9Rhf2pUR14q6zNjQdR+wdqeAqwnFFZtqDkk/Yqr2S0=,won,2850.0,SEK,6
3069,66,EH4HB7XjDKO9cw//BXJWOJdLvwuzSqk1lAvcd73fzj0=,open,3325.0,SEK,1
3134,48,TJmFuPO6p/WJq6G0Cn7aaGTixYbl6ZU+WbtolxBGqcQ=,won,312.5,AUD,4
3261,26,jSRTEbbnK4pAeb6bqz+XPU+6O6JiqqWrnw7pKc3pZqw=,lost,3600.0,NOK,1
3279,32,5YzaGZme7lhmhBA1f+xiP39a9MVsYRsIn0hRSxH9aYs=,open,680.0,PLN,11
3312,15,FZNeqAvobiUhBy8PbFV6QjB9eU0CfKcRTRqqfz2RJjQ=,lost,250.0,EUR,3
3329,29,aOg4xTHw7A33QHv5wr3tnIkw6oI8iZyxbkPkjRn7SEQ=,won,2850.0,SEK,1
3406,35,9zDoz2RPM5udqMssnmjYddNXz0FLHFSmaUL8EUmqqp8=,lost,150.0,EUR,5
3501,28,TiXDN/hlHOVuKFC/8OI0NztgFrzIH5pQjfFK+OYXBj8=,won,3750.0,DKK,5
3506,32,5YzaGZme7lhmhBA1f+xiP39a9MVsYRsIn0hRSxH9aYs=,open,1008.0,PLN,0
3530,12,nHvLR8xnjTA9fGLY2GBnb742vSQtGJs2O+2oxdwGrkQ=,lost,6875.0,DKK,7
3540,28,nHvLR8xnjTA9fGLY2GBnb742vSQtGJs2O+2oxdwGrkQ=,won,2812.5,DKK,4
3565,28,Tj9pqthLqOsYCO8GMVdRlOjSWLloT7lNcSrO9d+w8ew=,won,3437.5,DKK,4
3605,32,5YzaGZme7lhmhBA1f+xiP39a9MVsYRsIn0hRSxH9aYs=,won,680.0,PLN,5
3666,35,9zDoz2RPM5udqMssnmjYddNXz0FLHFSmaUL8EUmqqp8=,lost,187.5,EUR,2
3732,26,vGAyegcALaKI2s9xcV3mXacPyY8uZhoM1vc5yy+HetE=,lost,3725.0,NOK,2
3742,33,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,162.0,EUR,9
3773,19,n5/q3nYdIvNApN6cWG8iKqdGWDUfqtyDZTNbw8VIunE=,open,2850.0,SEK,7
3786,49,zOLuALwn9G0sAfpBDCbXKehTBFUXDgNE+4JOhznaHmM=,open,125700.0,CLP,6
3815,29,aOg4xTHw7A33QHv5wr3tnIkw6oI8iZyxbkPkjRn7SEQ=,lost,2850.0,SEK,0
3861,29,d9Rhf2pUR14q6zNjQdR+wdqeAqwnFFZtqDkk/Yqr2S0=,won,3325.0,SEK,1
3931,31,+0T3yj3HdZ+E+nMprgVEdfRKxyO9aovAQI8rJUUyKzw=,won,237.5,EUR,4
4021,48,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,lost,480.0,AUD,1
4128,55,e8DFZkX2wNY4SthUN/1EnBNb1hR8tEkUR/b14kqAsqE=,open,6450.0,CZK,5
4226,26,HBiOphMW6jnNyJPyZoR74FpR/7yYcM+96TZ5NGNH7EM=,won,3850.0,NOK,5
4228,19,EH4HB7XjDKO9cw//BXJWOJdLvwuzSqk1lAvcd73fzj0=,open,5100.0,SEK,6
4331,28,Tj9pqthLqOsYCO8GMVdRlOjSWLloT7lNcSrO9d+w8ew=,won,1562.5,DKK,3
4332,15,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,lost,360.0,EUR,0
4446,26,HBiOphMW6jnNyJPyZoR74FpR/7yYcM+96TZ5NGNH7EM=,won,3850.0,NOK,11
4479,19,EH4HB7XjDKO9cw//BXJWOJdLvwuzSqk1lAvcd73fzj0=,open,1700.0,SEK,1
4483,29,5ws7dNbcfdCZbaaL3OT+R4bUDvFa9Als/7ez7/eswI4=,won,2850.0,SEK,2
4539,32,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,680.0,PLN,0
4694,26,1DjFE5pdcDb5SRQfXWnyEAUy5SKSFH3GpSR84yb/w80=,won,3850.0,NOK,14
4698,48,TJmFuPO6p/WJq6G0Cn7aaGTixYbl6ZU+WbtolxBGqcQ=,lost,480.0,AUD,7
4707,35,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,lost,220.0,EUR,0
4797,28,YiULbch7rcabR8egY4NfFmhWbrln2sKlg9mROIm8ExA=,lost,6600.0,DKK,0
4862,26,vGAyegcALaKI2s9xcV3mXacPyY8uZhoM1vc5yy+HetE=,won,3725.0,NOK,2
4911,29,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,lost,3690.0,SEK,1
4991,55,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,11550.0,CZK,0
13,67,TiXDN/hlHOVuKFC/8OI0NztgFrzIH5pQjfFK+OYXBj8=,open,9600.0,DKK,14
25,29,SNkLvA0NhNxlVnoEAsot/FFiZrcmECdO4H5yOUIxUjI=,lost,2850.0,SEK,1
54,31,yiR9Qdd929h3KBeIXj5HDfzd38LDd3AzAbSiv4Wbp4k=,won,190.0,EUR,5
63,28,5L9hFFMl0lXGdvLaI7Yq1W1my1wcL/uWx2ZeRAvoYOs=,won,3000.0,DKK,7
75,48,HlQenAtTibKni+kdvpmrk6SZxqztaKTvzs7JltZ34+8=,open,337.5,AUD,0
124,53,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,330.0,EUR,0
181,33,RcgYeo5omgH6JIc9/iOmEXXLKr4XrFPI+8a/iGwN8/I=,won,187.5,EUR,11
382,28,5L9hFFMl0lXGdvLaI7Yq1W1my1wcL/uWx2ZeRAvoYOs=,lost,3750.0,DKK,4
392,26,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,3850.0,NOK,0
460,35,5YzaGZme7lhmhBA1f+xiP39a9MVsYRsIn0hRSxH9aYs=,lost,150.0,EUR,11
511,29,5ws7dNbcfdCZbaaL3OT+R4bUDvFa9Als/7ez7/eswI4=,won,3325.0,SEK,2
587,23,I5JVUgOSnIGmgsCcU77I8AFmWVzeA9CHr8rnbN7pEAk=,open,7800.0,NOK,8
603,29,5ws7dNbcfdCZbaaL3OT+R4bUDvFa9Als/7ez7/eswI4=,won,1900.0,SEK,2
654,26,1DjFE5pdcDb5SRQfXWnyEAUy5SKSFH3GpSR84yb/w80=,won,6500.0,NOK,15
686,9,HlQenAtTibKni+kdvpmrk6SZxqztaKTvzs7JltZ34+8=,lost,300.0,GBP,1
711,29,5ws7dNbcfdCZbaaL3OT+R4bUDvFa9Als/7ez7/eswI4=,won,2850.0,SEK,3
774,29,5ws7dNbcfdCZbaaL3OT+R4bUDvFa9Als/7ez7/eswI4=,won,2700.0,SEK,6
818,48,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,312.0,AUD,0
844,29,5ws7dNbcfdCZbaaL3OT+R4bUDvFa9Als/7ez7/eswI4=,won,1900.0,SEK,1
853,33,nlOu78vH4eXtXC/20kcZwLoGAnfgOxVsP5EAPrsCSvU=,open,162.0,EUR,8
982,32,5YzaGZme7lhmhBA1f+xiP39a9MVsYRsIn0hRSxH9aYs=,open,680.0,PLN,5
985,33,5YzaGZme7lhmhBA1f+xiP39a9MVsYRsIn0hRSxH9aYs=,open,187.0,EUR,7
1043,29,d9Rhf2pUR14q6zNjQdR+wdqeAqwnFFZtqDkk/Yqr2S0=,open,1100.0,SEK,7
1044,49,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,125700.0,CLP,0
1115,29,nlOu78vH4eXtXC/20kcZwLoGAnfgOxVsP5EAPrsCSvU=,won,2850.0,SEK,7
1161,29,d9Rhf2pUR14q6zNjQdR+wdqeAqwnFFZtqDkk/Yqr2S0=,open,3325.0,SEK,2
1179,32,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,lost,680.0,PLN,4
1236,33,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,187.0,EUR,0
1282,49,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,125700.0,CLP,0
1304,29,SNkLvA0NhNxlVnoEAsot/FFiZrcmECdO4H5yOUIxUjI=,lost,2850.0,SEK,0
1310,28,Tj9pqthLqOsYCO8GMVdRlOjSWLloT7lNcSrO9d+w8ew=,won,2812.5,DKK,12
1320,35,9zDoz2RPM5udqMssnmjYddNXz0FLHFSmaUL8EUmqqp8=,open,150.0,EUR,4
1335,26,DX8RH50BMNSrzVC9v1QXcpN3ZjRorC1FA6xAa+svI8M=,won,3600.0,NOK,0
1344,67,nHvLR8xnjTA9fGLY2GBnb742vSQtGJs2O+2oxdwGrkQ=,lost,2484.0,DKK,20
1465,35,wYa9atGpeCbXJjc9kTOIn79PqYNQ6JwfA9lmOv8wUG0=,won,150.0,EUR,4
1501,23,n5/q3nYdIvNApN6cWG8iKqdGWDUfqtyDZTNbw8VIunE=,open,7800.0,NOK,8
1542,28,Tj9pqthLqOsYCO8GMVdRlOjSWLloT7lNcSrO9d+w8ew=,won,3437.5,DKK,0
1590,26,jSRTEbbnK4pAeb6bqz+XPU+6O6JiqqWrnw7pKc3pZqw=,lost,4470.0,NOK,0
1648,26,LQA5RoqU7CUuKI32sAq0MF4p6ju79vahkG93pZx/HpM=,won,3850.0,NOK,3
1824,33,RcgYeo5omgH6JIc9/iOmEXXLKr4XrFPI+8a/iGwN8/I=,lost,162.5,EUR,0
1881,35,9zDoz2RPM5udqMssnmjYddNXz0FLHFSmaUL8EUmqqp8=,lost,150.0,EUR,3
1921,49,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,105000.0,CLP,0
1972,28,mcdG2shCJrcgA1JFg5zHMwVVt+HWyPlXIMY3Rf+Humo=,won,6050.0,DKK,1
2029,9,HXVTIpD+v2wWgPPTGoHh7nUNRhi8tdst+Sn6ynrKyiA=,open,450.0,GBP,8
2076,28,u+7CHSxcu+xF8eLmLDPYLXjdtOK6QmDBrkFUng1YwAg=,won,3437.5,DKK,9
2131,32,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,lost,780.0,PLN,0
2209,53,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,300.0,EUR,0
2377,29,O610yPvMgUOEKAhKQljBGlfdxywAdu0Uz+3AEWbV5vY=,won,2200.0,SEK,7
2414,29,nlOu78vH4eXtXC/20kcZwLoGAnfgOxVsP5EAPrsCSvU=,won,2850.0,SEK,13
2427,29,nlOu78vH4eXtXC/20kcZwLoGAnfgOxVsP5EAPrsCSvU=,won,2850.0,SEK,3
2445,68,iRM3+SPy0txl10y7Ig2boJyEubA/4K5k0vM54LPA4ak=,open,300.0,EUR,5
2495,9,HlQenAtTibKni+kdvpmrk6SZxqztaKTvzs7JltZ34+8=,won,300.0,GBP,8
2519,29,d9Rhf2pUR14q6zNjQdR+wdqeAqwnFFZtqDkk/Yqr2S0=,won,1900.0,SEK,8
2530,23,I5JVUgOSnIGmgsCcU77I8AFmWVzeA9CHr8rnbN7pEAk=,lost,3600.0,NOK,1
2553,31,+0T3yj3HdZ+E+nMprgVEdfRKxyO9aovAQI8rJUUyKzw=,won,285.0,EUR,1
2572,12,nHvLR8xnjTA9fGLY2GBnb742vSQtGJs2O+2oxdwGrkQ=,lost,3437.5,DKK,0
2662,15,FZNeqAvobiUhBy8PbFV6QjB9eU0CfKcRTRqqfz2RJjQ=,lost,360.0,EUR,2
2669,28,5L9hFFMl0lXGdvLaI7Yq1W1my1wcL/uWx2ZeRAvoYOs=,won,4500.0,DKK,6
2676,26,1DjFE5pdcDb5SRQfXWnyEAUy5SKSFH3GpSR84yb/w80=,won,3850.0,NOK,6
2745,26,vGAyegcALaKI2s9xcV3mXacPyY8uZhoM1vc5yy+HetE=,lost,6250.0,NOK,2
2777,32,5ykOQ/Hwc7V57x8xobyiZTNWG99cTfArh7yLZ2rK1J8=,open,780.0,PLN,5
2790,19,EH4HB7XjDKO9cw//BXJWOJdLvwuzSqk1lAvcd73fzj0=,open,2850.0,SEK,2
